"","Wine.Color","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","Class"
"2357","W",8.3,0.24,0.27,2.1,0.03,22,162,0.9914,2.99,0.68,11.9,"Bad"
"2358","W",7.8,0.26,0.44,1.3,0.037,43,132,0.9944,3.18,0.65,10,"Bad"
"2359","W",8.7,0.3,0.34,4.8,0.018,23,127,0.99474,3.12,0.49,11.2,"Good"
"2360","R",7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,"Bad"
"2361","W",6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,"Bad"
"2362","W",6.4,0.31,0.53,8.8,0.057,36,221,0.99642,3.17,0.44,9.1,"Bad"
"2363","W",6.8,0.19,0.34,1.9,0.04,41,108,0.99,3.25,0.45,12.9,"Bad"
"2364","W",6.8,0.18,0.28,8.5,0.047,52,242,0.9952,3.22,0.53,10.5,"Bad"
"2365","W",7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,"Good"
"2366","R",9,0.46,0.31,2.8,0.093,19,98,0.99815,3.32,0.63,9.5,"Bad"
"2367","W",5.8,0.35,0.29,3.2,0.034,41,151,0.9912,3.35,0.58,11.63333333,"Good"
"2368","W",7.7,0.31,0.36,4.3,0.026,15,87,0.99152,3.11,0.48,12,"Bad"
"2369","W",6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,"Bad"
"2370","W",7.1,0.45,0.24,2.7,0.04,24,87,0.98862,2.94,0.38,13.4,"Good"
"2371","W",7,0.31,0.29,1.4,0.037,33,128,0.9896,3.12,0.36,12.2,"Good"
"2372","W",7.4,0.24,0.36,2,0.031,27,139,0.99055,3.28,0.48,12.5,"Good"
"2373","W",8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9,"Good"
"2374","W",6.2,0.26,0.2,8,0.047,35,111,0.99445,3.11,0.42,10.4,"Good"
"2375","R",8.8,0.33,0.41,5.9,0.073,7,13,0.99658,3.3,0.62,12.1,"Bad"
"2376","W",8.6,0.18,0.36,1.8,0.04,24,187,0.9956,3.25,0.55,9.5,"Bad"
"2377","W",7.7,0.35,0.46,11.8,0.088,61,183,0.99786,2.86,0.47,9,"Bad"
"2378","W",7.2,0.21,0.35,14.5,0.048,35,178,0.9982,3.05,0.47,8.9,"Bad"
"2379","W",5.6,0.2,0.36,2.5,0.048,16,125,0.99282,3.49,0.49,10,"Bad"
"2380","W",8.3,0.21,0.41,2.2,0.05,24,108,0.994,2.85,0.45,9.5,"Good"
"2381","W",7,0.26,0.46,15.55,0.037,61,171,0.9986,2.94,0.35,8.8,"Bad"
"2382","W",5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,"Good"
"2383","R",5.8,0.61,0.11,1.8,0.066,18,28,0.99483,3.55,0.66,10.9,"Bad"
"2384","W",7.2,0.19,0.31,6.3,0.034,17,103,0.99305,3.15,0.52,11.4,"Good"
"2385","W",6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.93333333,"Good"
"2386","W",6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,"Good"
"2387","R",7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,"Bad"
"2388","W",6.5,0.24,0.28,1.1,0.034,26,83,0.98928,3.25,0.33,12.3,"Bad"
"2389","W",6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,"Bad"
"2390","W",7.2,0.22,0.24,1.4,0.041,17,159,0.99196,3.25,0.53,11.2,"Bad"
"2391","W",7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,"Good"
"2392","W",6.1,0.24,0.25,1.6,0.044,24,115,0.9921,3.39,0.59,10.9,"Good"
"2393","W",6,0.2,0.24,5.3,0.075,49,201,0.99466,3.21,0.43,9.5,"Bad"
"2394","W",6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,"Bad"
"2395","W",7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,"Bad"
"2396","W",6,0.17,0.29,5,0.028,25,108,0.99076,3.14,0.34,12.3,"Good"
"2397","W",7.7,0.34,0.58,11.1,0.039,41,151,0.9978,3.06,0.49,8.6,"Bad"
"2398","W",6.1,0.255,0.44,12.3,0.045,53,197,0.9967,3.24,0.54,9.5,"Bad"
"2399","R",7.5,0.5,0.36,6.1,0.071,17,102,0.9978,3.35,0.8,10.5,"Bad"
"2400","W",7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,"Good"
"2401","W",7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,"Bad"
"2402","W",7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,"Good"
"2403","R",7.3,0.585,0.18,2.4,0.078,15,60,0.99638,3.31,0.54,9.8,"Bad"
"2404","W",8,0.55,0.42,12.6,0.211,37,213,0.9988,2.99,0.56,9.3,"Bad"
"2405","R",8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,"Bad"
"2406","W",6.8,0.26,0.33,1.5,0.047,44,167,0.9928,3.12,0.44,10.5,"Bad"
"2407","R",10.3,0.43,0.44,2.4,0.214,5,12,0.9994,3.19,0.63,9.5,"Good"
"2408","R",8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,"Bad"
"2409","W",6.4,0.17,0.27,9.9,0.047,26,101,0.99596,3.34,0.5,9.9,"Good"
"2410","W",8,0.34,0.25,6.4,0.035,38,103,0.99148,2.91,0.23,12.2,"Good"
"2411","W",6.4,0.4,0.19,3.2,0.033,28,124,0.9904,3.22,0.54,12.7,"Good"
"2412","R",6.4,0.4,0.23,1.6,0.066,5,12,0.9958,3.34,0.56,9.2,"Bad"
"2413","R",8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9,"Good"
"2414","W",6.3,0.26,0.42,7.1,0.045,62,209,0.99544,3.2,0.53,9.5,"Bad"
"2415","W",7.5,0.35,0.37,2.5,0.066,29,89,0.98964,3.14,0.42,12.7,"Good"
"2416","W",7.3,0.49,0.32,5.2,0.043,18,104,0.9952,3.24,0.45,10.7,"Bad"
"2417","W",5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,"Good"
"2418","W",6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,"Bad"
"2419","W",6.3,0.21,0.58,10,0.081,34,126,0.9962,2.95,0.46,8.9,"Bad"
"2420","W",5.9,0.655,0,5.6,0.033,8,31,0.9936,3.32,0.51,10.5,"Bad"
"2421","W",6.7,0.105,0.32,12.4,0.051,34,106,0.998,3.54,0.45,9.2,"Good"
"2422","W",6.8,0.25,0.34,4.7,0.031,34,134,0.9927,3.21,0.38,10.6,"Good"
"2423","R",6.4,0.63,0.21,1.6,0.08,12,32,0.99689,3.58,0.66,9.8,"Bad"
"2424","W",7.3,0.26,0.32,1.2,0.041,29,94,0.98978,3.07,0.45,12,"Good"
"2425","W",6.3,0.41,0.16,0.9,0.032,25,98,0.99274,3.16,0.42,9.5,"Good"
"2426","W",7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,"Bad"
"2427","W",6.7,0.23,0.17,1.3,0.061,14,100,0.9925,3.07,0.55,9.5,"Bad"
"2428","W",6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8,"Bad"
"2429","R",6.4,0.36,0.53,2.2,0.23,19,35,0.9934,3.37,0.93,12.4,"Bad"
"2430","W",6.9,0.25,0.35,1.3,0.039,29,191,0.9908,3.13,0.52,11,"Good"
"2431","W",7.7,0.24,0.31,1.3,0.047,33,106,0.993,3.22,0.55,10.8,"Bad"
"2432","R",7.9,0.35,0.46,3.6,0.078,15,37,0.9973,3.35,0.86,12.8,"Good"
"2433","R",10.3,0.41,0.42,2.4,0.213,6,14,0.9994,3.19,0.62,9.5,"Good"
"2434","W",6.5,0.25,0.27,15.2,0.049,75,217,0.9972,3.19,0.39,9.9,"Bad"
"2435","W",6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,"Bad"
"2436","W",5.2,0.37,0.33,1.2,0.028,13,81,0.9902,3.37,0.38,11.7,"Bad"
"2437","W",6.2,0.2,0.31,1,0.031,22,73,0.99035,3.24,0.52,11.3,"Good"
"2438","W",5.2,0.24,0.45,3.8,0.027,21,128,0.992,3.55,0.49,11.2,"Good"
"2439","W",7.4,0.32,0.22,11.7,0.035,44,150,0.99578,3.1,0.45,10.4,"Bad"
"2440","W",7.6,0.27,0.25,13.9,0.05,45,199,0.9984,3.34,0.5,9.8,"Good"
"2441","R",6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,"Good"
"2442","W",7.4,0.36,0.33,1.4,0.025,27,55,0.9915,3.21,0.33,11.2,"Bad"
"2443","W",5.9,0.3,0.3,2,0.03,38,142,0.98892,3.41,0.41,12.9,"Good"
"2444","W",7.4,0.25,0.28,7.25,0.028,14,78,0.99238,2.94,0.37,11.5,"Good"
"2445","W",7,0.27,0.41,18.75,0.042,34,157,1.0002,2.96,0.5,9.1,"Bad"
"2446","W",7.5,0.27,0.31,17.7,0.051,33,173,0.999,3.09,0.64,10.2,"Bad"
"2447","W",6.8,0.25,0.34,4.7,0.031,34,134,0.9927,3.21,0.38,10.6,"Good"
"2448","W",7.1,0.85,0.49,8.7,0.028,40,184,0.9962,3.22,0.36,10.7,"Bad"
"2449","R",12.9,0.35,0.49,5.8,0.066,5,35,1.0014,3.2,0.66,12,"Good"
"2450","W",7.1,0.28,0.28,8.5,0.03,25,191,0.99338,3.16,0.46,12.2,"Good"
"2451","W",8,0.42,0.36,5,0.037,34,101,0.992,3.13,0.57,12.3,"Good"
"2452","W",6.8,0.39,0.35,11.6,0.044,57,220,0.99775,3.07,0.53,9.3,"Bad"
"2453","W",6.7,0.12,0.3,5.2,0.048,38,113,0.99352,3.33,0.44,10.1,"Bad"
"2454","R",6,0.42,0.19,2,0.075,22,47,0.99522,3.39,0.78,10,"Bad"
"2455","W",7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,"Good"
"2456","W",7.4,0.25,0.37,2.6,0.05,24,132,0.99138,3.04,0.53,11.2,"Good"
"2457","W",7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4,"Good"
"2458","W",6.5,0.14,0.33,7.6,0.05,53,189,0.9966,3.25,0.49,8.6,"Bad"
"2459","W",6.8,0.23,0.48,1.5,0.036,35,165,0.99162,3.18,0.45,11.3,"Good"
"2460","W",7.8,0.24,0.18,6.7,0.046,33,160,0.9963,3.2,0.56,9.8,"Good"
"2461","W",7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,"Good"
"2462","W",6.7,0.19,0.41,15.6,0.056,75,155,0.9995,3.2,0.44,8.8,"Good"
"2463","W",8.3,0.4,0.38,1.1,0.038,15,75,0.9934,3.03,0.43,9.2,"Bad"
"2464","R",9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,"Good"
"2465","R",11.5,0.41,0.52,3,0.08,29,55,1.0001,3.26,0.88,11,"Bad"
"2466","W",6.9,0.24,0.33,1.7,0.035,47,136,0.99,3.26,0.4,12.6,"Good"
"2467","R",9.4,0.395,0.46,4.6,0.094,3,10,0.99639,3.27,0.64,12.2,"Good"
"2468","W",7.2,0.21,0.33,3,0.036,35,132,0.9928,3.25,0.4,11,"Good"
"2469","W",7.1,0.12,0.32,9.6,0.054,64,162,0.9962,3.4,0.41,9.4,"Bad"
"2470","R",9.1,0.795,0,2.6,0.096,11,26,0.9994,3.35,0.83,9.4,"Bad"
"2471","W",6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,"Good"
"2472","W",7.6,0.21,0.6,2.1,0.046,47,165,0.9936,3.05,0.54,10.1,"Good"
"2473","W",6,0.29,0.21,15.55,0.043,20,142,0.99658,3.11,0.54,10.1,"Good"
"2474","W",6.2,0.3,0.42,2.2,0.036,28,128,0.9901,3.13,0.38,11.6,"Bad"
"2475","W",9.2,0.16,0.49,2,0.044,18,107,0.99514,3.1,0.53,10.2,"Bad"
"2476","R",6.8,0.67,0,1.9,0.08,22,39,0.99701,3.4,0.74,9.7,"Bad"
"2477","W",6.9,0.39,0.22,4.3,0.03,10,102,0.993,3,0.87,11.6,"Bad"
"2478","W",7.6,0.2,0.39,2.6,0.044,30,180,0.9941,3.46,0.44,10.8,"Good"
"2479","R",8.4,0.39,0.1,1.7,0.075,6,25,0.99581,3.09,0.43,9.7,"Good"
"2480","W",5.8,0.29,0.27,1.6,0.062,17,140,0.99138,3.23,0.35,11.1,"Good"
"2481","W",6.5,0.29,0.53,1.7,0.04,41,192,0.9922,3.26,0.59,10.4,"Good"
"2482","W",7.7,0.26,0.51,2.6,0.045,26,159,0.99126,3,0.5,11.2,"Good"
"2483","R",14.3,0.31,0.74,1.8,0.075,6,15,1.0008,2.86,0.79,8.4,"Good"
"2484","W",7.6,0.32,0.34,18.35,0.054,44,197,1.0008,3.22,0.55,9,"Bad"
"2485","W",6.5,0.26,0.32,6.65,0.059,34,104,0.99254,3.18,0.42,11.1,"Bad"
"2486","W",6,0.14,0.37,1.2,0.032,63,148,0.99185,3.32,0.44,11.2,"Bad"
"2487","W",6.7,0.34,0.43,1.6,0.041,29,114,0.99014,3.23,0.44,12.6,"Good"
"2488","W",6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,"Bad"
"2489","W",7.7,0.24,0.29,15.3,0.044,39,194,0.9982,3.06,0.47,9.6,"Good"
"2490","W",6.8,0.32,0.34,1.2,0.044,14,67,0.9919,3.05,0.47,10.6,"Bad"
"2491","R",10.2,0.4,0.4,2.5,0.068,41,54,0.99754,3.38,0.86,10.5,"Good"
"2492","R",13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,"Bad"
"2493","R",8,0.57,0.23,3.2,0.073,17,119,0.99675,3.26,0.57,9.3,"Bad"
"2494","W",6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10,"Good"
"2495","W",6.5,0.22,0.31,3.9,0.046,17,106,0.99098,3.15,0.31,11.5,"Bad"
"2496","W",8,0.19,0.36,1.8,0.05,16,84,0.9936,3.15,0.45,9.8,"Good"
"2497","W",6.9,0.58,0.58,8.2,0.032,29,169,0.99275,3.28,0.44,12.2,"Bad"
"2498","W",9.8,0.31,0.49,15.4,0.046,13,119,1.0004,3.18,0.45,9.5,"Bad"
"2499","W",7.2,0.2,0.3,2,0.039,43,188,0.9911,3.3,0.41,12,"Good"
"2500","W",7.4,0.3,0.22,5.25,0.053,33,180,0.9926,3.13,0.45,11.6,"Good"
"2501","W",7.7,0.43,0.37,10,0.169,22,210,0.99776,3.02,0.64,9.5,"Bad"
"2502","R",6.2,0.52,0.08,4.4,0.071,11,32,0.99646,3.56,0.63,11.6,"Good"
"2503","W",5.8,0.19,0.24,1.3,0.044,38,128,0.99362,3.77,0.6,10.6,"Bad"
"2504","W",8.3,0.2,0.49,1.7,0.04,34,169,0.9938,3.05,0.37,10.1,"Bad"
"2505","W",6.4,0.26,0.24,6.4,0.04,27,124,0.9903,3.22,0.49,12.6,"Good"
"2506","R",9.7,0.295,0.4,1.5,0.073,14,21,0.99556,3.14,0.51,10.9,"Good"
"2507","W",8.8,0.36,0.44,1.9,0.04,9,121,0.9953,3.19,0.48,9.9,"Bad"
"2508","W",7,0.32,0.29,7.6,0.025,35,124,0.99162,3.15,0.65,12.8,"Good"
"2509","W",5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,"Good"
"2510","W",7.7,0.39,0.49,7.7,0.036,11,110,0.9966,3.33,0.76,10,"Good"
"2511","R",8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4,"Bad"
"2512","W",7.5,0.42,0.19,6.9,0.041,62,150,0.99508,3.23,0.37,10,"Good"
"2513","W",7.8,0.15,0.24,7.7,0.047,21,98,0.9951,2.94,0.31,9.6,"Bad"
"2514","R",6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,"Good"
"2515","W",6.7,0.24,0.41,2.9,0.039,48,122,0.99052,3.25,0.43,12,"Good"
"2516","R",8.1,0.66,0.22,2.2,0.069,9,23,0.9968,3.3,1.2,10.3,"Good"
"2517","W",7.3,0.51,0.29,11.3,0.034,61,224,0.99683,3.14,0.56,9.5,"Bad"
"2518","W",6.1,0.35,0.24,2.3,0.034,25,133,0.9906,3.34,0.59,12,"Good"
"2519","W",5.8,0.23,0.31,3.5,0.044,35,158,0.98998,3.19,0.37,12.1,"Good"
"2520","W",5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,"Good"
"2521","R",5.6,0.605,0.05,2.4,0.073,19,25,0.99258,3.56,0.55,12.9,"Bad"
"2522","W",7.1,0.39,0.39,11.1,0.034,25,204,0.99616,3.05,0.52,10,"Bad"
"2523","W",7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,"Good"
"2524","W",5.5,0.31,0.29,3,0.027,16,102,0.99067,3.23,0.56,11.2,"Bad"
"2525","R",7.7,0.705,0.1,2.6,0.084,9,26,0.9976,3.39,0.49,9.7,"Bad"
"2526","W",7.1,0.18,0.32,12.2,0.048,36,125,0.9967,2.92,0.54,9.4,"Good"
"2527","W",6.6,0.3,0.3,4.8,0.17,60,166,0.9946,3.18,0.47,9.4,"Bad"
"2528","W",7.7,0.27,0.49,1.8,0.041,23,86,0.9914,3.16,0.42,12.5,"Bad"
"2529","W",7.3,0.28,0.54,12.9,0.049,62,162.5,0.9984,3.06,0.45,9.1,"Good"
"2530","W",6,0.23,0.15,9.7,0.048,101,207,0.99571,3.05,0.3,9.1,"Bad"
"2531","W",5.3,0.32,0.12,6.6,0.043,22,141,0.9937,3.36,0.6,10.4,"Good"
"2532","R",9.1,0.6,0,1.9,0.058,5,10,0.9977,3.18,0.63,10.4,"Good"
"2533","R",5.9,0.19,0.21,1.7,0.045,57,135,0.99341,3.32,0.44,9.5,"Bad"
"2534","W",6.8,0.21,0.49,14.5,0.06,50,170,0.9991,3.55,0.44,9.8,"Good"
"2535","W",6.8,0.25,0.27,10.7,0.076,47,154,0.9967,3.05,0.38,9,"Bad"
"2536","W",7.5,0.23,0.68,11,0.047,37,133,0.9978,2.99,0.38,8.8,"Bad"
"2537","W",6.6,0.38,0.29,2.4,0.136,15,93,0.99336,3.18,0.6,9.5,"Bad"
"2538","R",9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,"Bad"
"2539","W",6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,"Bad"
"2540","R",6.9,0.57,0,2.8,0.081,21,41,0.99518,3.41,0.52,10.8,"Bad"
"2541","W",6.3,0.41,0.33,4.7,0.023,28,110,0.991,3.3,0.38,12.5,"Bad"
"2542","W",7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,"Good"
"2543","W",7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,"Bad"
"2544","W",6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,"Bad"
"2545","R",8.2,0.34,0.38,2.5,0.08,12,57,0.9978,3.3,0.47,9,"Good"
"2546","W",6.8,0.25,0.24,4.55,0.053,41,211,0.9955,3.37,0.67,9.5,"Bad"
"2547","W",6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,"Bad"
"2548","W",6.9,0.29,0.4,19.45,0.043,36,156,0.9996,2.93,0.47,8.9,"Bad"
"2549","W",7.1,0.22,0.33,2.8,0.033,48,153,0.9899,3.15,0.38,12.7,"Good"
"2550","W",5.4,0.29,0.47,3,0.052,47,145,0.993,3.29,0.75,10,"Good"
"2551","W",5.3,0.32,0.12,6.6,0.043,22,141,0.9937,3.36,0.6,10.4,"Good"
"2552","W",6.3,0.2,0.26,12.7,0.046,60,143,0.99526,3.26,0.35,10.8,"Good"
"2553","W",8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,"Bad"
"2554","W",7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,"Bad"
"2555","R",7.3,0.69,0.32,2.2,0.069,35,104,0.99632,3.33,0.51,9.5,"Good"
"2556","W",7.6,0.31,0.23,12.7,0.054,20,139,0.99836,3.16,0.5,9.7,"Bad"
"2557","W",8,0.3,0.28,5.7,0.044,31,124,0.9948,3.16,0.51,10.2,"Bad"
"2558","R",10.6,0.36,0.59,2.2,0.152,6,18,0.9986,3.04,1.05,9.4,"Bad"
"2559","W",5.8,0.18,0.28,1.3,0.034,9,94,0.99092,3.21,0.52,11.2,"Bad"
"2560","R",6.8,0.57,0,2.5,0.072,32,64,0.99491,3.43,0.56,11.2,"Good"
"2561","R",8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,"Good"
"2562","W",7.6,0.14,0.74,1.6,0.04,27,103,0.9916,3.07,0.4,10.8,"Good"
"2563","W",7.9,0.16,0.74,17.85,0.037,52,187,0.9998,2.99,0.41,9.3,"Bad"
"2564","W",6.2,0.36,0.27,3.2,0.032,13,73,0.98942,2.9,0.69,12.6,"Good"
"2565","W",6.8,0.63,0.04,1.3,0.058,25,133,0.99271,3.17,0.39,10.2,"Bad"
"2566","W",6.3,0.2,0.18,10.6,0.045,57,159,0.99666,3.09,0.54,9.2,"Bad"
"2567","W",8,0.24,0.3,17.45,0.056,43,184,0.9997,3.05,0.5,9.2,"Good"
"2568","W",6.8,0.24,0.38,8.3,0.045,50,185,0.99578,3.15,0.5,9.5,"Good"
"2569","W",5.2,0.31,0.36,5.1,0.031,46,145,0.9897,3.14,0.31,12.4,"Good"
"2570","W",6.6,0.24,0.27,1.4,0.057,33,152,0.9934,3.22,0.56,9.5,"Good"
"2571","W",5.3,0.2,0.31,3.6,0.036,22,91,0.99278,3.41,0.5,9.8,"Bad"
"2572","W",6.5,0.38,0.26,5.2,0.042,33,112,0.99067,3.06,0.5,12.3,"Good"
"2573","R",9.1,0.765,0.04,1.6,0.078,4,14,0.998,3.29,0.54,9.7,"Bad"
"2574","W",7.4,0.32,0.22,1.7,0.051,50,179,0.9955,3.28,0.69,8.9,"Bad"
"2575","W",5.8,0.15,0.32,1.2,0.037,14,119,0.99137,3.19,0.5,10.2,"Bad"
"2576","W",7.2,0.37,0.4,11.6,0.032,34,214,0.9963,3.1,0.51,9.8,"Good"
"2577","W",8.2,0.2,0.49,3.5,0.057,14,108,0.9928,3.19,0.35,11.5,"Bad"
"2578","W",7.2,0.2,0.28,1.6,0.028,13,168,0.99203,3.17,1.06,11.5,"Good"
"2579","R",7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,"Bad"
"2580","W",7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,"Good"
"2581","W",7.4,0.22,0.27,1.6,0.057,45,98,0.99299,3.29,0.44,9.9,"Good"
"2582","W",7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,"Bad"
"2583","W",8.2,0.23,0.29,1.8,0.047,47,187,0.9933,3.13,0.5,10.2,"Bad"
"2584","W",6.1,0.31,0.58,5,0.039,36,114,0.9909,3.3,0.6,12.3,"Good"
"2585","W",6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,"Good"
"2586","R",8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,"Bad"
"2587","R",7.9,0.34,0.42,2,0.086,8,19,0.99546,3.35,0.6,11.4,"Good"
"2588","R",5.9,0.29,0.25,13.4,0.067,72,160,0.99721,3.33,0.54,10.3,"Good"
"2589","R",12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,"Bad"
"2590","R",7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,"Bad"
"2591","W",8.3,0.24,0.27,2.1,0.03,22,162,0.9914,2.99,0.68,11.9,"Bad"
"2592","R",7.2,0.49,0.24,2.2,0.07,5,36,0.996,3.33,0.48,9.4,"Good"
"2593","W",7.2,0.19,0.31,6.3,0.034,17,103,0.99305,3.15,0.52,11.4,"Good"
"2594","W",6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,"Good"
"2595","W",8.3,0.26,0.31,2,0.029,14,141,0.99077,2.95,0.77,12.2,"Good"
"2596","W",6.7,0.66,0,13,0.033,32,75,0.99551,3.15,0.5,10.7,"Good"
"2597","W",5.7,0.16,0.32,1.2,0.036,7,89,0.99111,3.26,0.48,11,"Bad"
"2598","W",6.4,0.28,0.19,5.4,0.042,67,181,0.99435,3.31,0.35,10.2,"Good"
"2599","W",5.9,0.25,0.19,12.4,0.047,50,162,0.9973,3.35,0.38,9.5,"Bad"
"2600","W",5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,"Good"
"2601","W",5.4,0.29,0.47,3,0.052,47,145,0.993,3.29,0.75,10,"Good"
"2602","W",7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12,"Good"
"2603","W",6.7,0.18,0.37,1.3,0.027,42,125,0.98939,3.24,0.37,12.8,"Good"
"2604","W",6,0.28,0.52,6.2,0.028,37,104,0.99161,3.28,0.51,11.8,"Good"
"2605","W",8,0.18,0.37,1.3,0.04,15,96,0.9912,3.06,0.61,12.1,"Good"
"2606","W",6.6,0.33,0.32,15.6,0.054,62,227,0.99734,3.25,0.56,10.4,"Good"
"2607","R",10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,"Bad"
"2608","W",7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,"Good"
"2609","R",9.2,0.41,0.5,2.5,0.055,12,25,0.9952,3.34,0.79,13.3,"Good"
"2610","W",6.3,0.26,0.42,7.1,0.045,62,209,0.99544,3.2,0.53,9.5,"Bad"
"2611","R",7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5,"Bad"
"2612","W",8.5,0.16,0.35,1.6,0.039,24,147,0.9935,2.96,0.36,10,"Bad"
"2613","R",7.2,0.635,0.07,2.6,0.077,16,86,0.99748,3.51,0.54,9.7,"Bad"
"2614","W",7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,"Good"
"2615","R",7.9,0.53,0.24,2,0.072,15,105,0.996,3.27,0.54,9.4,"Good"
"2616","R",10.6,1.025,0.43,2.8,0.08,21,84,0.9985,3.06,0.57,10.1,"Bad"
"2617","R",6.6,0.5,0,1.8,0.062,21,28,0.99352,3.44,0.55,12.3,"Bad"
"2618","W",6.2,0.53,0.02,0.9,0.035,6,81,0.99234,3.24,0.35,9.5,"Bad"
"2619","W",5.9,0.26,0.21,12.5,0.034,36,152,0.9972,3.28,0.43,9.5,"Good"
"2620","W",7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,"Good"
"2621","R",7.5,0.685,0.07,2.5,0.058,5,9,0.99632,3.38,0.55,10.9,"Bad"
"2622","R",7.6,0.29,0.49,2.7,0.092,25,60,0.9971,3.31,0.61,10.1,"Good"
"2623","W",6.4,0.35,0.35,5.6,0.034,9,148,0.99441,3.17,0.5,9.8,"Bad"
"2624","W",5.2,0.16,0.34,0.8,0.029,26,77,0.99155,3.25,0.51,10.1,"Good"
"2625","W",7.7,0.26,0.51,2.6,0.045,26,159,0.99126,3,0.5,11.2,"Good"
